,gsId,name,type,enrollment,gsRating,parentRating,district,address,lat,lon,geometry,neighborhood
235,26294,St. John the Evangelist School,private,250.0,5.396694214876033,5.0,,"925 Chenery Street, 
San Francisco, CA  94131",37.735073,-122.43786999999999,POINT (-122.43787 37.735073),Glen Park
236,8122,St. Mary's School,private,225.0,5.396694214876033,5.0,,"838 Kearny Street, 
San Francisco, CA  94108",37.79589,-122.40486000000001,POINT (-122.40486 37.79589),Chinatown
237,8157,St. Monica School,private,205.0,5.396694214876033,5.0,,"5950 Geary Blvd, 
San Francisco, CA  94121",37.780235,-122.4833,POINT (-122.4833 37.780235),Outer Richmond
238,8123,St. Paul's School,private,215.0,5.396694214876033,3.0,,"1690 Church Street, 
San Francisco, CA  94131",37.744064,-122.42698999999999,POINT (-122.42699 37.744064),Noe Valley
239,8125,St. Peter's School,private,281.0,5.396694214876033,5.0,,"1266 Florida Street, 
San Francisco, CA  94110",37.751670000000004,-122.40999599999999,POINT (-122.409996 37.75167),Mission
240,8127,St. Philip School,private,223.0,5.396694214876033,4.0,,"665 Elizabeth Street, 
San Francisco, CA  94114",37.751846,-122.4355,POINT (-122.4355 37.751846),Noe Valley
241,8128,St. Stephen School,private,306.0,5.396694214876033,3.0,,"401 Eucalyptus Drive, 
San Francisco, CA  94132",37.730804,-122.47728000000001,POINT (-122.47728 37.730804),Stonestown
242,8130,St. Thomas More,private,311.0,5.396694214876033,4.0,,"50 Thomas More Way, 
San Francisco, CA  94132",37.712734000000005,-122.47356,POINT (-122.47356 37.712734),Lakeshore
243,8129,St. Thomas The Apostle School,private,292.0,5.396694214876033,4.0,,"3801 Balboa Street, 
San Francisco, CA  94121",37.77527,-122.499664,POINT (-122.499664 37.77527),Outer Richmond
245,8132,Star Of The Sea School,private,262.0,5.396694214876033,4.0,,"360 9th Avenue, 
San Francisco, CA  94118",37.781837,-122.46755,POINT (-122.46755 37.781837),Inner Richmond
246,8885,Sterne School,private,144.0,5.396694214876033,5.0,,"2690 Jackson Street, 
San Francisco, CA  94115",37.792,-122.43938999999999,POINT (-122.43939 37.792),Pacific Heights
247,6436,Stevenson (Robert Louis) Elementary School,public,463.0,10.0,4.0,San Francisco Unified School District,"2051 34th Avenue, 
San Francisco, CA  94116",37.748855999999996,-122.4923,POINT (-122.4923 37.748856),Outer Sunset
248,24975,Stratford School,private,167.0,5.396694214876033,5.0,,"301 De Montfort Avenue, 
San Francisco, CA  94112",37.72351,-122.46149399999999,POINT (-122.461494 37.72351),Ingleside
249,8126,Sts. Peter And Paul K-8,private,225.0,5.396694214876033,4.0,,"660 Filbert Street, 
San Francisco, CA  94123",37.801437,-122.41045,POINT (-122.41045 37.801437),North Beach
250,26817,Stuart Hall For Boys,private,370.0,5.396694214876033,5.0,,"2252 Broadway Street, 
San Francisco, CA  94115",37.794376,-122.43432,POINT (-122.43432 37.794376),Pacific Heights
251,13500,Stuart Hall High School,private,203.0,5.396694214876033,4.0,,"1715 Octavia Street, 
San Francisco, CA  94109",37.78863,-122.42728000000001,POINT (-122.42728 37.78863),Japantown
252,6437,Sunnyside Elementary School,public,385.0,6.0,4.0,San Francisco Unified School District,"250 Foerster Street, 
San Francisco, CA  94112",37.730309999999996,-122.44878999999999,POINT (-122.44879 37.73031),Sunnyside
253,6438,Sunset Elementary School,public,403.0,10.0,5.0,San Francisco Unified School District,"1920 41st Avenue, 
San Francisco, CA  94116",37.750744,-122.49978999999999,POINT (-122.49979 37.750744),Outer Sunset
254,31698,Sunset Progressive School (Will open: Fall 2015),private,12.0,5.396694214876033,4.183673469387755,,"1320 7th Ave, 
San Francisco, CA  94122",37.763756,-122.46388999999999,POINT (-122.46389 37.763756),Inner Sunset
256,6439,Sutro Elementary School,public,259.0,8.0,5.0,San Francisco Unified School District,"235 12th Avenue, 
San Francisco, CA  94118",37.78393,-122.47102,POINT (-122.47102 37.78393),Inner Richmond
257,8889,Synergy School,private,190.0,5.396694214876033,4.0,,"1387 Valencia Street, 
San Francisco, CA  94110",37.7509,-122.4204,POINT (-122.4204 37.7509),Mission
258,31543,Tahour Academy,private,379.1877551020408,5.396694214876033,4.183673469387755,,"4 Embarcadero Center, 
San Francisco, CA  94111",37.794956,-122.39728500000001,POINT (-122.397285 37.794956),Financial District
259,16596,Tall Ship Education Academy,private,379.1877551020408,5.396694214876033,3.0,,"1600 Holloway Ave Rls Department, 
San Francisco, CA  94132",37.720936,-122.47723400000001,POINT (-122.477234 37.720936),Parkmerced
260,6441,Taylor (Edward R.) Elementary School,public,671.0,6.0,4.0,San Francisco Unified School District,"423 Burrows Street, 
San Francisco, CA  94134",37.728,-122.40733,POINT (-122.40733 37.728),Portola
261,31544,Teknion Peri Sophia Academy,private,379.1877551020408,5.396694214876033,4.183673469387755,,"315 Rome Street, 
San Francisco, CA  94112",37.71586,-122.44798999999999,POINT (-122.44799 37.71586),Outer Mission
262,6442,Tenderloin Community,public,332.0,3.0,4.0,San Francisco Unified School District,"627 Turk Street, 
San Francisco, CA  94102",37.782063,-122.41978999999999,POINT (-122.41979 37.782063),Civic Center
263,16585,The Bay School Of San Francisco,private,355.0,5.396694214876033,5.0,,"35 Keyes Avenue, 
San Francisco, CA  94129",37.800777000000004,-122.45563999999999,POINT (-122.45564 37.800777),Presidio National Park
264,8968,The Brandeis School of San Francisco,private,332.0,5.396694214876033,4.0,,"655 Brotherhood Way, 
San Francisco, CA  94132",37.713284,-122.4756,POINT (-122.4756 37.713284),Lakeshore
265,8797,The Laurel School,private,65.0,5.396694214876033,4.0,,"350 9th Avenue, 
San Francisco, CA  94118",37.78192,-122.46676000000001,POINT (-122.46676 37.78192),Inner Richmond
266,31959,The New School of San Francisco,charter,183.0,5.396694214876033,4.183673469387755,Sbe - The New School Of San Francisco School District,"655 De Haro St, 
San Francisco, CA  94107",37.761720000000004,-122.40061999999999,POINT (-122.40062 37.76172),Potrero Hill
267,8545,Town School For Boys,private,408.0,5.396694214876033,4.0,,"2750 Jackson Street, 
San Francisco, CA  94115",37.791977,-122.4399,POINT (-122.4399 37.791977),Pacific Heights
268,6445,Ulloa Elementary School,public,514.0,10.0,3.0,San Francisco Unified School District,"2650 42nd Avenue, 
San Francisco, CA  94116",37.7373,-122.49995,POINT (-122.49995 37.7373),Parkside
269,8900,Urban School Of San Francisco,private,378.0,5.396694214876033,4.0,,"1563 Page Street, 
San Francisco, CA  94117",37.770737,-122.44646000000002,POINT (-122.44646 37.770737),Haight Ashbury
270,6446,Visitacion Valley Elementary School,public,420.0,4.0,4.0,San Francisco Unified School District,"55 Schwerin Street, 
San Francisco, CA  94134",37.71268,-122.41036000000001,POINT (-122.41036 37.71268),Visitacion Valley
271,6447,Visitacion Valley Middle School,public,473.0,2.0,4.0,San Francisco Unified School District,"450 Raymond Avenue, 
San Francisco, CA  94134",37.71477,-122.41248999999999,POINT (-122.41249 37.71477),Visitacion Valley
272,12735,Voice Of Pentecost Academy,private,379.1877551020408,5.396694214876033,3.0,,"1970 Ocean Avenue, 
San Francisco, CA  94127",37.726357,-122.46403500000001,POINT (-122.464035 37.726357),Mt. Davidson Manor
273,9935,Walden Academy,private,379.1877551020408,5.396694214876033,4.183673469387755,,"214 Haight Street, 
San Francisco, CA  94102",37.7727,-122.4258,POINT (-122.4258 37.7727),Lower Haight
274,6449,Wallenberg (Raoul) Traditional High School,public,636.0,7.0,3.0,San Francisco Unified School District,"40 Vega Street, 
San Francisco, CA  94115",37.78017,-122.44575,POINT (-122.44575 37.78017),Anza Vista
275,6450,Washington (George) High School,public,2054.0,8.0,4.0,San Francisco Unified School District,"600 32nd Avenue, 
San Francisco, CA  94121",37.777782,-122.49203,POINT (-122.49203 37.777782),Outer Richmond
276,6452,Wells (Ida B.) High School,public,125.0,5.396694214876033,5.0,San Francisco Unified School District,"1099 Hayes Street, 
San Francisco, CA  94117",37.77539,-122.43446000000002,POINT (-122.43446 37.77539),Alamo Square
277,16597,Wen Jian Ying School,private,8.0,5.396694214876033,4.183673469387755,,"259 Judson Avenue, 
San Francisco, CA  94112",37.72802,-122.44757,POINT (-122.44757 37.72802),Sunnyside
278,6448,West Portal Elementary School,public,594.0,9.0,5.0,San Francisco Unified School District,"5 Lenox Way, 
San Francisco, CA  94127",37.743572,-122.46468,POINT (-122.46468 37.743572),West Portal
279,8619,West Portal Lutheran Elementary School,private,502.0,5.396694214876033,4.0,,"200 Sloat Boulevard, 
San Francisco, CA  94132",37.735237,-122.47373,POINT (-122.47373 37.735237),West Portal
281,10102,Woodside International School,private,51.0,5.396694214876033,5.0,,"1555 Irving Street, 
San Francisco, CA  94122",37.76343,-122.47475,POINT (-122.47475 37.76343),Inner Sunset
282,25488,Xian Yun Academy of the Arts California,private,40.0,5.396694214876033,4.0,,"1950 Page Street, 
San Francisco, CA  94103",37.767309999999995,-122.4022,POINT (-122.4022 37.76730999999999),Showplace Square
283,6454,Yick Wo Elementary School,public,264.0,9.0,5.0,San Francisco Unified School District,"2245 Jones Street, 
San Francisco, CA  94133",37.802227,-122.41643,POINT (-122.41643 37.802227),Russian Hill
284,11536,Youth Chance High School,private,379.1877551020408,5.396694214876033,4.183673469387755,,"169 Steuart Street, 
San Francisco, CA  94105",37.792747,-122.39194499999999,POINT (-122.391945 37.792747),Financial District
285,6455,Yu (Alice Fong) Elementary School,public,587.0,10.0,4.0,San Francisco Unified School District,"1541 12th Avenue, 
San Francisco, CA  94122",37.759403000000006,-122.46931000000001,POINT (-122.46931 37.75940300000001),Inner Sunset
286,8620,Zion Lutheran School,private,151.0,5.396694214876033,5.0,,"495 9th Avenue, 
San Francisco, CA  94118",37.77924,-122.46763600000001,POINT (-122.467636 37.77924),Inner Richmond
