,sale_date,neighborhood
822,2010-07-30,Outer Sunset
823,2015-05-19,Outer Sunset
824,2009-10-14,Parkside
825,2014-11-14,Parkside
826,2016-01-05,Parkside
827,2011-06-10,Parkside
828,2014-08-22,Parkside
829,2013-09-12,Parkside
830,2016-03-17,Outer Sunset
831,2011-05-31,Parkside
832,2013-02-06,Outer Sunset
833,2010-10-19,Outer Sunset
834,2010-12-23,Outer Sunset
835,2018-11-08,Outer Sunset
836,2012-01-10,Outer Sunset
837,2012-08-08,Parkside
838,2013-03-11,Outer Sunset
839,2015-08-04,Outer Sunset
840,2014-04-18,Outer Sunset
841,2016-05-13,Outer Sunset
842,2016-07-18,Outer Sunset
843,2018-07-20,Outer Sunset
844,2012-10-12,Outer Sunset
845,2016-10-21,Outer Sunset
846,2017-10-31,Outer Sunset
847,2014-07-03,Outer Sunset
848,2018-08-20,Outer Sunset
849,2014-04-04,Outer Richmond
850,2014-09-05,Outer Sunset
851,2011-10-24,Outer Sunset
852,2012-05-25,Outer Sunset
853,2009-04-28,Sutro Heights
854,2012-06-06,Sutro Heights
855,2018-05-01,Outer Sunset
856,2015-11-03,Outer Sunset
857,2010-08-10,Outer Sunset
858,2013-05-23,Outer Sunset
859,2013-10-17,Outer Sunset
860,2010-01-28,Outer Sunset
861,2014-08-01,Outer Richmond
862,2015-05-29,Outer Richmond
863,2009-07-02,Outer Sunset
864,2013-09-27,Outer Richmond
865,2011-12-06,Outer Richmond
866,2010-01-05,Outer Sunset
867,2011-08-26,Sutro Heights
868,2010-05-26,Outer Sunset
869,2015-11-30,Outer Sunset
870,2010-05-21,Outer Sunset
871,2009-08-18,Sutro Heights
872,2011-10-31,Outer Sunset
873,2015-06-05,Outer Sunset
874,2013-04-23,Outer Sunset
875,2010-06-08,Outer Sunset
876,2013-11-27,Outer Sunset
877,2016-04-13,Outer Sunset
878,2015-06-05,Outer Sunset
879,2011-01-26,Outer Sunset
880,2013-06-28,Outer Sunset
881,2011-05-13,Outer Sunset
882,2017-01-13,Outer Sunset
883,2012-07-22,Outer Sunset
884,2015-05-29,Outer Sunset
885,2010-05-14,Outer Sunset
886,2011-05-02,Outer Sunset
887,2011-06-17,Outer Sunset
888,2014-03-20,Sutro Heights
889,2014-08-22,Sutro Heights
890,2013-03-08,Outer Richmond
891,2009-11-06,Outer Richmond
892,2012-02-28,Outer Sunset
893,2014-07-03,Outer Sunset
894,2013-05-16,Outer Sunset
895,2013-07-25,Outer Sunset
896,2011-04-01,Outer Richmond
897,2017-07-03,Outer Sunset
898,2013-10-09,Sutro Heights
899,2013-06-21,Outer Sunset
900,2015-06-04,Outer Sunset
901,2014-03-18,Outer Sunset
902,2014-09-23,Outer Richmond
903,2018-08-08,Sutro Heights
904,2012-05-23,Outer Sunset
905,2016-10-20,Outer Richmond
906,2015-06-30,Outer Sunset
907,2016-11-04,Outer Sunset
908,2014-05-09,Sutro Heights
909,2015-08-07,Outer Sunset
910,2016-12-13,Outer Sunset
911,2011-04-22,Outer Richmond
912,2009-12-23,Outer Sunset
913,2013-11-08,Outer Sunset
914,2012-04-30,Outer Richmond
915,2011-01-11,Outer Sunset
916,2015-05-05,Outer Sunset
917,2014-12-30,Outer Sunset
918,2012-11-08,Outer Sunset
919,2016-11-18,Outer Sunset
920,2018-11-07,Outer Sunset
921,2011-04-28,Outer Sunset
922,2017-03-15,Outer Sunset
923,2010-04-13,Outer Sunset
924,2014-08-28,Outer Richmond
925,2016-12-30,Outer Richmond
926,2015-06-26,Outer Sunset
927,2013-09-04,Outer Sunset
928,2011-11-23,Outer Sunset
929,2014-08-07,Outer Sunset
930,2012-09-18,Outer Sunset
931,2009-03-31,Outer Sunset
932,2012-05-10,Outer Sunset
933,2011-04-08,Outer Richmond
934,2013-07-05,Outer Sunset
935,2015-06-08,Outer Sunset
936,2012-12-07,Outer Sunset
937,2009-03-12,Outer Sunset
938,2014-09-29,Outer Sunset
939,2009-09-15,Outer Richmond
940,2018-05-02,Outer Richmond
941,2012-10-17,Outer Sunset
942,2015-12-20,Outer Richmond
943,2011-06-22,Outer Sunset
944,2013-05-07,Outer Richmond
945,2012-02-14,Parkside
946,2013-12-04,Outer Sunset
947,2010-04-14,Outer Sunset
948,2016-12-29,Outer Sunset
949,2013-08-07,Outer Sunset
950,2016-06-15,Outer Richmond
951,2013-05-31,Outer Richmond
952,2011-01-28,Outer Richmond
953,2013-10-25,Parkside
954,2017-07-24,Outer Richmond
955,2015-10-01,Outer Richmond
956,2017-10-05,Outer Richmond
957,2013-01-08,Outer Sunset
958,2009-09-25,Outer Sunset
959,2017-06-28,Outer Sunset
960,2018-05-09,Outer Richmond
961,2018-05-04,Outer Sunset
962,2013-10-16,Outer Sunset
963,2017-06-28,Outer Sunset
964,2015-11-09,Outer Sunset
965,2016-04-15,Outer Richmond
966,2012-06-05,Outer Richmond
967,2016-09-02,Outer Sunset
968,2013-08-23,Outer Sunset
969,2017-12-27,Outer Sunset
970,2014-03-28,Parkside
971,2015-05-15,Parkside
972,2009-11-13,Outer Sunset
973,2017-10-25,Outer Sunset
974,2012-08-07,Outer Sunset
975,2016-02-24,Outer Sunset
976,2009-08-28,Outer Sunset
977,2012-09-27,Outer Sunset
978,2010-05-28,Outer Sunset
979,2016-02-26,Outer Richmond
980,2012-02-02,Outer Sunset
981,2012-12-24,Outer Sunset
982,2010-12-14,Outer Sunset
983,2015-10-05,Outer Sunset
984,2017-06-19,Outer Sunset
985,2017-07-14,Outer Sunset
986,2015-09-02,Outer Sunset
987,2018-03-07,Outer Sunset
988,2009-12-31,Outer Sunset
989,2014-01-10,Outer Sunset
990,2011-03-11,Outer Sunset
991,2016-10-12,Outer Sunset
992,2016-06-28,Outer Sunset
993,2016-04-15,Outer Sunset
994,2013-10-03,Outer Sunset
995,2017-05-19,Outer Sunset
996,2017-11-07,Outer Sunset
997,2017-09-08,Outer Sunset
998,2018-09-14,Outer Sunset
999,2013-04-19,Outer Sunset
1000,2014-06-13,Outer Sunset
1001,2013-11-15,Outer Sunset
1002,2017-09-11,Outer Sunset
1003,2014-10-04,Outer Sunset
1004,2017-03-31,Parkside
1005,2011-04-27,Parkside
1006,2010-09-03,Parkside
1007,2012-11-09,Parkside
1008,2016-09-01,Outer Sunset
1009,2009-10-01,Outer Sunset
1010,2009-03-20,Outer Sunset
1011,2014-08-14,Outer Sunset
1012,2018-04-20,Outer Sunset
1013,2018-09-07,Parkside
1014,2013-04-09,Parkside
1015,2017-03-14,Outer Sunset
1016,2014-08-22,Outer Sunset
1017,2017-07-05,Parkside
1018,2016-12-07,Parkside
1019,2018-07-10,Outer Sunset
1020,2015-03-20,Outer Sunset
1021,2017-03-21,Outer Sunset
1022,2016-09-20,Parkside
1023,2016-12-13,Parkside
1024,2016-05-24,Outer Sunset
1025,2012-02-10,Outer Sunset
1026,2010-05-18,Outer Sunset
1027,2011-08-17,Outer Sunset
1028,2017-11-22,Parkside
1029,2015-10-22,Parkside
1030,2013-10-08,Outer Sunset
1031,2011-05-10,Outer Sunset
1032,2010-09-14,Outer Sunset
1033,2014-09-05,Outer Richmond
1034,2015-09-09,Outer Richmond
1035,2011-09-23,Outer Sunset
1036,2010-05-28,Outer Sunset
1037,2012-04-24,Outer Sunset
1038,2012-10-19,Outer Richmond
1039,2017-08-01,Outer Richmond
1040,2009-11-30,Outer Sunset
1041,2018-11-27,Outer Sunset
1042,2010-06-15,Outer Richmond
1043,2010-04-13,Outer Sunset
1044,2014-09-30,Outer Sunset
1045,2017-01-25,Outer Sunset
1046,2009-06-02,Outer Richmond
1047,2017-06-20,Outer Richmond
1048,2017-11-15,Outer Sunset
1049,2010-04-29,Outer Sunset
1050,2011-06-09,Outer Sunset
1051,2010-08-11,Outer Sunset
1052,2015-06-26,Outer Sunset
1053,2017-09-28,Outer Sunset
1054,2017-11-16,Outer Sunset
1055,2017-10-04,Outer Sunset
1056,2010-07-13,Outer Sunset
1057,2009-07-01,Outer Sunset
1058,2016-12-23,Outer Sunset
1059,2009-08-07,Outer Sunset
1060,2015-10-20,Outer Sunset
1061,2014-02-06,Outer Sunset
1062,2012-01-25,Outer Richmond
1063,2009-07-31,Outer Sunset
1064,2016-10-28,Outer Sunset
1065,2013-12-19,Outer Sunset
1066,2016-03-25,Outer Sunset
1067,2016-08-30,Outer Sunset
1068,2018-12-21,Outer Sunset
1069,2015-03-24,Outer Richmond
1070,2015-10-21,Outer Richmond
1071,2014-12-02,Outer Sunset
1072,2015-04-29,Outer Richmond
1073,2010-10-07,Outer Sunset
1074,2012-06-12,Outer Sunset
1075,2010-07-19,Outer Sunset
1076,2013-12-04,Outer Sunset
1077,2015-07-16,Outer Sunset
1078,2018-05-10,Outer Sunset
1079,2009-05-18,Outer Richmond
1080,2012-09-18,Outer Richmond
1081,2012-01-26,Outer Richmond
1082,2009-08-28,Outer Richmond
1083,2015-09-23,Outer Sunset
1084,2013-02-15,Outer Richmond
1085,2011-05-10,Outer Sunset
1086,2016-10-31,Outer Sunset
1087,2015-07-10,Outer Sunset
1088,2012-02-10,Outer Sunset
1089,2015-06-10,Outer Sunset
1090,2015-11-20,Outer Sunset
1091,2013-01-16,Outer Sunset
1092,2010-08-10,Outer Sunset
1093,2009-12-11,Outer Sunset
1094,2014-09-04,Outer Sunset
1095,2013-11-08,Outer Sunset
1096,2016-05-25,Outer Sunset
1097,2016-12-15,Outer Sunset
1098,2015-12-28,Outer Sunset
1099,2018-02-16,Outer Sunset
1100,2011-05-27,Outer Richmond
1101,2015-09-11,Outer Richmond
1102,2013-05-29,Outer Sunset
1103,2016-04-12,Outer Sunset
1104,2015-09-15,Outer Sunset
1105,2014-02-14,Outer Richmond
1106,2017-03-07,Outer Sunset
1107,2013-10-18,Outer Richmond
1108,2016-10-05,Outer Richmond
1109,2013-09-20,Outer Sunset
1110,2017-05-31,Outer Sunset
1111,2013-07-12,Outer Sunset
1112,2011-04-12,Outer Richmond
1113,2016-08-23,Outer Sunset
1114,2013-11-27,Outer Sunset
1115,2013-07-10,Outer Sunset
1116,2017-06-01,Outer Richmond
1117,2018-06-29,Outer Richmond
1118,2011-11-13,Outer Richmond
1119,2015-12-10,Outer Richmond
1120,2017-03-02,Outer Sunset
1121,2012-10-04,Outer Sunset
1122,2016-10-27,Outer Sunset
1123,2011-03-31,Outer Richmond
1124,2016-05-06,Outer Sunset
1125,2012-07-02,Outer Richmond
1126,2013-01-17,Outer Richmond
1127,2010-05-19,Outer Richmond
1128,2015-10-08,Outer Richmond
1129,2013-08-26,Outer Richmond
1130,2013-06-20,Outer Sunset
1131,2014-06-19,Outer Richmond
1132,2011-04-18,Outer Sunset
1133,2010-08-20,Outer Richmond
1134,2012-03-28,Outer Richmond
1135,2014-01-06,Outer Sunset
1136,2015-11-30,Outer Sunset
1137,2016-11-18,Outer Sunset
1138,2015-10-20,Outer Sunset
1139,2013-02-20,Outer Sunset
1140,2017-02-22,Outer Sunset
1141,2018-06-04,Outer Sunset
1142,2018-05-17,Outer Sunset
1143,2018-10-12,Outer Richmond
1144,2017-06-23,Outer Sunset
1145,2011-12-02,Outer Sunset
1146,2016-10-12,Outer Sunset
1147,2014-05-01,Outer Sunset
1148,2017-08-29,Outer Sunset
1149,2012-12-06,Outer Sunset
1150,2018-10-10,Outer Sunset
1151,2018-04-27,Outer Sunset
1152,2017-04-28,Outer Sunset
1153,2018-12-07,Outer Sunset
1154,2017-03-29,Outer Sunset
1155,2018-10-26,Outer Sunset
1156,2009-12-17,Outer Sunset
1157,2018-10-01,Outer Richmond
1158,2009-08-14,Outer Sunset
1159,2017-07-25,Outer Sunset
1160,2010-06-08,Outer Sunset
1161,2016-06-21,Parkside
1162,2015-12-07,Parkside
1163,2009-09-16,Outer Sunset
1164,2009-08-28,Outer Sunset
1165,2018-06-04,Outer Sunset
1166,2014-01-17,Outer Sunset
1167,2011-10-12,Parkside
1168,2013-03-28,Outer Sunset
1169,2010-12-17,Outer Sunset
1170,2016-03-09,Parkside
1171,2010-05-28,Outer Sunset
1172,2011-06-08,Outer Sunset
1173,2011-10-13,Parkside
1174,2017-07-14,Parkside
1175,2011-03-02,Parkside
1176,2017-11-03,Parkside
1177,2012-07-20,Parkside
1178,2011-09-09,Outer Sunset
1179,2012-01-12,Outer Sunset
1180,2016-04-12,Parkside
1181,2009-05-29,Outer Sunset
1182,2010-05-05,Parkside
1183,2017-03-28,Parkside
1184,2014-11-19,Parkside
1185,2010-10-21,Parkside
1186,2014-09-30,Outer Sunset
1187,2014-12-16,Outer Sunset
1188,2009-08-13,Outer Sunset
1189,2013-03-20,Outer Sunset
1190,2017-07-07,Outer Sunset
1191,2015-12-10,Outer Sunset
1192,2010-10-28,Outer Sunset
1193,2016-12-23,Outer Richmond
1194,2018-10-26,Outer Sunset
1195,2016-05-16,Outer Sunset
1196,2012-10-05,Outer Richmond
1197,2016-04-08,Outer Richmond
1198,2012-06-22,Outer Sunset
1199,2015-09-30,Outer Sunset
1200,2010-04-16,Outer Richmond
1201,2017-04-03,Outer Richmond
1202,2010-12-08,Outer Sunset
1203,2012-11-02,Outer Sunset
1204,2018-04-30,Outer Sunset
1205,2018-06-25,Outer Sunset
1206,2013-07-12,Outer Sunset
1207,2015-05-19,Outer Sunset
1208,2016-06-23,Outer Sunset
1209,2013-11-05,Outer Sunset
1210,2017-05-05,Outer Sunset
1211,2010-04-29,Outer Richmond
1212,2016-08-08,Outer Richmond
1213,2018-06-08,Outer Sunset
1214,2016-04-22,Outer Richmond
1215,2013-05-29,Outer Sunset
1216,2011-06-30,Outer Sunset
1217,2017-09-29,Outer Sunset
1218,2011-02-07,Outer Richmond
1219,2014-03-19,Outer Sunset
1220,2016-05-18,Outer Sunset
1221,2017-04-10,Outer Sunset
1222,2012-02-02,Outer Richmond
1223,2009-08-27,Outer Richmond
1224,2009-08-24,Outer Sunset
1225,2016-10-21,Outer Richmond
1226,2016-08-11,Outer Sunset
1227,2009-10-09,Outer Sunset
1228,2013-06-28,Outer Richmond
1229,2010-03-18,Outer Sunset
1230,2013-12-17,Outer Sunset
1231,2015-02-06,Outer Richmond
1232,2012-10-30,Outer Sunset
1233,2014-08-22,Outer Richmond
1234,2010-08-11,Outer Sunset
1235,2016-03-16,Outer Sunset
1236,2018-06-05,Outer Sunset
1237,2013-05-01,Outer Richmond
1238,2013-01-23,Outer Sunset
1239,2018-08-10,Outer Sunset
1240,2013-04-25,Outer Sunset
1241,2017-04-27,Outer Richmond
1242,2018-12-28,Outer Sunset
1243,2013-07-16,Outer Sunset
1244,2011-08-02,Outer Sunset
1245,2018-11-30,Outer Sunset
1246,2009-06-03,Outer Richmond
1247,2010-10-26,Outer Sunset
1248,2009-09-09,Outer Sunset
1249,2011-10-20,Outer Sunset
1250,2015-09-24,Outer Sunset
1251,2010-11-18,Outer Richmond
1252,2012-10-02,Outer Richmond
1253,2015-10-08,Outer Sunset
1254,2012-03-22,Outer Sunset
1255,2012-06-26,Outer Richmond
1256,2012-08-20,Outer Sunset
1257,2017-11-15,Outer Sunset
1258,2018-04-13,Outer Sunset
1259,2011-01-21,Outer Sunset
1260,2010-12-30,Outer Richmond
1261,2016-07-15,Outer Sunset
1262,2017-05-19,Outer Sunset
1263,2015-03-03,Outer Sunset
1264,2012-08-01,Outer Sunset
1265,2016-12-27,Outer Sunset
1266,2014-02-28,Outer Sunset
1267,2018-12-21,Outer Sunset
1268,2018-05-31,Outer Sunset
1269,2012-05-30,Outer Sunset
1270,2015-12-15,Outer Sunset
1271,2014-10-24,Outer Sunset
1272,2011-06-03,Outer Sunset
1273,2009-02-18,Outer Sunset
1274,2015-10-28,Outer Richmond
1275,2013-04-09,Outer Richmond
1276,2017-12-14,Outer Sunset
1277,2011-08-26,Outer Richmond
1278,2016-01-19,Outer Richmond
1279,2018-06-18,Outer Sunset
1280,2012-08-23,Outer Sunset
1281,2011-05-18,Outer Sunset
1282,2018-11-15,Outer Sunset
1283,2018-08-22,Outer Richmond
1284,2017-05-02,Outer Sunset
1285,2011-01-19,Outer Sunset
1286,2014-10-15,Outer Sunset
1287,2012-11-05,Outer Sunset
1288,2012-07-10,Outer Sunset
1289,2016-01-06,Outer Richmond
1290,2017-04-20,Outer Richmond
1291,2018-04-20,Outer Sunset
1292,2013-06-27,Outer Sunset
1293,2013-11-08,Outer Sunset
1294,2009-09-10,Outer Sunset
1295,2011-02-23,Outer Richmond
1296,2016-09-23,Outer Richmond
1297,2009-05-05,Outer Richmond
1298,2012-12-31,Outer Richmond
1299,2009-06-30,Outer Sunset
1300,2010-03-02,Outer Richmond
1301,2018-12-26,Outer Sunset
1302,2013-08-13,Outer Richmond
1303,2016-10-21,Outer Sunset
1304,2013-12-13,Outer Richmond
1305,2012-12-07,Parkside
1306,2011-01-13,Outer Sunset
1307,2011-05-06,Outer Sunset
1308,2011-10-07,Outer Richmond
1309,2013-03-12,Outer Sunset
1310,2016-01-26,Outer Sunset
1311,2013-10-25,Outer Richmond
1312,2016-11-01,Outer Richmond
1313,2010-10-21,Outer Sunset
1314,2011-11-04,Outer Sunset
1315,2011-12-30,Outer Sunset
1316,2013-03-22,Outer Sunset
1317,2010-05-07,Outer Sunset
1318,2014-01-03,Outer Sunset
1319,2017-11-03,Outer Sunset
1320,2009-07-07,Outer Sunset
1321,2013-06-24,Outer Sunset
1322,2016-12-30,Outer Sunset
1323,2012-05-11,Outer Sunset
1324,2015-04-07,Outer Sunset
1325,2013-04-10,Outer Sunset
1326,2014-12-12,Outer Sunset
1327,2016-11-04,Outer Sunset
1328,2017-08-31,Outer Sunset
1329,2018-03-12,Outer Sunset
1330,2014-02-19,Outer Sunset
1331,2018-07-24,Outer Sunset
1332,2017-06-02,Outer Sunset
1333,2017-08-10,Outer Sunset
1334,2011-10-13,Outer Sunset
1335,2018-04-10,Outer Sunset
1336,2013-10-21,Outer Sunset
1337,2012-04-10,Outer Sunset
1338,2012-11-01,Outer Sunset
1339,2011-09-20,Outer Sunset
1340,2015-06-05,Outer Sunset
1341,2014-03-05,Outer Sunset
1342,2012-06-21,Outer Sunset
1343,2016-10-24,Outer Sunset
1344,2009-11-10,Outer Sunset
1345,2013-11-21,Outer Sunset
1346,2009-05-28,Outer Sunset
1347,2016-11-15,Outer Sunset
1348,2009-05-29,Outer Sunset
1349,2014-12-24,Outer Sunset
1350,2018-11-02,Outer Richmond
1351,2015-05-21,Outer Sunset
1352,2011-08-09,Outer Sunset
1353,2012-03-09,Outer Sunset
1354,2012-03-27,Outer Sunset
1355,2009-01-09,Outer Sunset
1356,2011-05-26,Outer Sunset
1357,2009-10-01,Outer Sunset
1358,2010-06-17,Outer Sunset
1359,2014-10-03,Outer Sunset
1360,2011-12-20,Parkside
1361,2014-08-07,Outer Sunset
1362,2014-07-15,Outer Sunset
1363,2012-04-16,Parkside
1364,2011-01-05,Outer Sunset
1365,2015-06-16,Parkside
1366,2018-06-22,Parkside
1367,2011-01-05,Parkside
1368,2018-07-26,Outer Sunset
1369,2009-03-16,Outer Richmond
1370,2013-10-03,Outer Sunset
1371,2011-06-15,Outer Richmond
1372,2015-07-01,Outer Richmond
1373,2009-09-25,Outer Sunset
1374,2009-04-17,Outer Richmond
1375,2013-10-08,Outer Richmond
1376,2016-05-23,Outer Richmond
1377,2013-09-20,Outer Richmond
1378,2013-10-09,Outer Sunset
1379,2016-07-08,Outer Sunset
1380,2016-10-07,Outer Sunset
1381,2012-06-12,Outer Sunset
1382,2010-08-25,Outer Sunset
1383,2010-04-05,Outer Sunset
1384,2018-09-07,Outer Sunset
1385,2012-09-14,Outer Richmond
1386,2013-07-02,Outer Sunset
1387,2015-05-07,Outer Sunset
1388,2010-11-19,Outer Richmond
1389,2014-01-22,Outer Sunset
1390,2017-06-29,Outer Sunset
1391,2012-10-04,Outer Sunset
1392,2016-08-31,Outer Sunset
1393,2013-08-23,Outer Sunset
1394,2012-08-06,Outer Sunset
1395,2011-02-15,Outer Sunset
1396,2014-05-02,Outer Richmond
1397,2018-10-09,Outer Richmond
1398,2009-09-23,Outer Sunset
1399,2018-07-24,Outer Sunset
1400,2017-07-20,Outer Sunset
1401,2011-06-21,Outer Sunset
1402,2009-06-02,Outer Richmond
1403,2010-05-18,Outer Sunset
1404,2017-06-29,Outer Sunset
1405,2009-05-11,Outer Sunset
1406,2013-04-29,Outer Richmond
1407,2014-04-30,Outer Richmond
1408,2009-07-30,Outer Sunset
1409,2012-08-16,Outer Sunset
1410,2011-06-14,Outer Richmond
1411,2015-08-28,Outer Richmond
1412,2017-07-31,Outer Sunset
1413,2015-06-08,Outer Sunset
1414,2016-12-07,Outer Sunset
1415,2013-02-05,Outer Richmond
1416,2018-11-21,Outer Sunset
1417,2015-03-26,Outer Sunset
1418,2013-10-25,Outer Sunset
1419,2015-10-23,Parkside
1420,2016-07-28,Parkside
1421,2009-12-03,Outer Sunset
1422,2012-08-16,Outer Sunset
1423,2014-07-11,Outer Sunset
1424,2017-04-17,Outer Sunset
1425,2013-06-03,Outer Sunset
1426,2014-05-28,Outer Sunset
1427,2010-04-28,Outer Sunset
1428,2009-06-25,Outer Sunset
1429,2016-05-18,Outer Sunset
1430,2010-04-08,Outer Sunset
1431,2015-09-18,Outer Richmond
1432,2013-12-24,Outer Sunset
1433,2015-07-24,Outer Richmond
1434,2013-03-05,Outer Richmond
1435,2017-10-23,Outer Sunset
1436,2013-12-30,Outer Sunset
1437,2016-05-20,Outer Richmond
1438,2015-12-16,Outer Sunset
1439,2011-01-25,Outer Sunset
1440,2018-11-21,Outer Richmond
1441,2016-02-29,Outer Sunset
1442,2017-07-26,Outer Sunset
1443,2014-08-08,Outer Sunset
1444,2012-11-15,Outer Sunset
1445,2009-07-30,Outer Sunset
1446,2012-12-21,Outer Sunset
1447,2013-05-31,Outer Sunset
1448,2013-11-05,Outer Sunset
1449,2015-11-20,Outer Richmond
1450,2012-04-03,Outer Richmond
1451,2017-06-25,Outer Richmond
1452,2015-07-01,Outer Richmond
1453,2010-01-12,Outer Richmond
1454,2017-04-25,Outer Sunset
1455,2013-05-30,Outer Sunset
1456,2013-10-29,Outer Sunset
1457,2012-05-04,Outer Sunset
1458,2010-06-16,Outer Sunset
1459,2013-10-14,Outer Sunset
1460,2009-07-24,Outer Sunset
1461,2017-07-14,Outer Sunset
1462,2017-03-03,Outer Sunset
1463,2014-10-01,Parkside
1464,2014-12-31,Outer Sunset
1465,2017-11-22,Outer Sunset
1466,2014-12-11,Outer Sunset
1467,2010-07-30,Outer Sunset
1468,2013-01-23,Outer Sunset
1469,2018-10-16,Outer Sunset
1470,2015-04-29,Outer Sunset
1471,2012-02-29,Outer Sunset
1472,2010-07-29,Outer Sunset
1473,2014-06-17,Outer Sunset
1474,2009-11-25,Outer Sunset
1475,2017-10-06,Outer Sunset
1476,2014-10-21,Outer Sunset
1477,2013-06-14,Outer Richmond
1478,2010-05-21,Outer Sunset
1479,2014-06-13,Outer Sunset
1480,2018-01-16,Outer Sunset
1481,2010-05-26,Outer Sunset
1482,2014-12-04,Outer Sunset
1483,2011-10-28,Outer Sunset
1484,2012-03-08,Outer Sunset
1485,2009-05-08,Outer Sunset
1486,2014-01-15,Outer Sunset
1487,2010-06-11,Outer Sunset
1488,2015-06-04,Outer Sunset
1489,2014-08-07,Outer Sunset
1490,2013-07-25,Parkside
1491,2010-07-16,Outer Sunset
1492,2015-06-26,Outer Sunset
1493,2017-05-05,Parkside
1494,2016-04-19,Parkside
1495,2015-09-04,Parkside
1496,2016-04-07,Parkside
1497,2011-11-02,Outer Sunset
1498,2017-04-14,Outer Sunset
1499,2014-11-14,Parkside
1500,2012-04-16,Parkside
1501,2015-01-30,Outer Sunset
1502,2015-07-15,Outer Richmond
1503,2018-11-08,Outer Sunset
1504,2009-11-25,Outer Richmond
1505,2018-11-02,Outer Richmond
1506,2017-06-30,Outer Richmond
1507,2009-11-25,Outer Sunset
1508,2014-05-21,Outer Richmond
1509,2012-06-29,Parkside
1510,2011-10-12,Outer Sunset
1511,2011-12-08,Outer Sunset
1512,2013-09-17,Outer Sunset
1513,2014-06-25,Outer Sunset
1514,2017-06-21,Outer Sunset
1515,2010-04-09,Outer Sunset
1516,2017-11-27,Outer Richmond
1517,2016-10-28,Outer Richmond
1518,2017-03-23,Outer Richmond
1519,2010-06-23,Outer Sunset
1520,2017-09-15,Outer Sunset
1521,2010-05-11,Outer Sunset
1522,2012-12-19,Outer Richmond
1523,2011-07-28,Outer Sunset
1524,2016-07-06,Outer Richmond
1525,2010-11-16,Outer Sunset
1526,2013-10-01,Outer Sunset
1527,2013-12-12,Outer Sunset
1528,2009-01-07,Outer Sunset
1529,2012-02-10,Outer Richmond
1530,2009-09-04,Outer Sunset
1531,2013-09-19,Outer Sunset
1532,2015-09-17,Outer Sunset
1533,2010-06-08,Outer Sunset
1534,2010-12-29,Outer Richmond
1535,2016-03-09,Outer Richmond
1536,2017-05-15,Outer Richmond
1537,2011-07-22,Outer Richmond
1538,2014-06-13,Outer Richmond
1539,2017-04-14,Outer Richmond
1540,2013-09-20,Outer Sunset
1541,2010-11-02,Lakeshore
1542,2010-04-21,Outer Sunset
1543,2011-01-03,Outer Sunset
1544,2010-03-31,Outer Sunset
1545,2017-04-27,Outer Sunset
1546,2011-04-27,Outer Sunset
1547,2014-11-13,Outer Sunset
1548,2018-11-07,Outer Sunset
1549,2011-08-26,Outer Sunset
1550,2018-04-05,Outer Sunset
1551,2018-10-22,Outer Sunset
1552,2017-08-10,Outer Sunset
1553,2018-05-04,Outer Sunset
1554,2018-03-30,Outer Sunset
1555,2010-06-14,Outer Sunset
1556,2017-10-03,Outer Richmond
1557,2010-05-27,Outer Sunset
1558,2010-05-19,Outer Richmond
1559,2013-01-22,Outer Richmond
1560,2013-12-27,Outer Sunset
1561,2018-06-26,Outer Sunset
1562,2015-04-15,Outer Sunset
1563,2015-08-07,Outer Sunset
1564,2010-11-22,Outer Sunset
1565,2010-06-09,Outer Sunset
1566,2018-11-05,Outer Sunset
1567,2017-07-18,Parkside
1568,2011-09-30,Outer Richmond
1569,2017-02-23,Outer Richmond
1570,2016-11-29,Outer Sunset
1571,2014-10-15,Outer Richmond
1572,2014-11-14,Outer Sunset
1573,2013-08-30,Outer Sunset
1574,2010-11-05,Outer Sunset
1575,2012-08-01,Outer Sunset
1576,2009-06-04,Outer Sunset
